Refcode,largest_cavity_diameter,pore_limiting_diameter,largest_included_sphere_along_free_sphere_path,Unitcell_volume,Density_g/cm3,ASA_m^2/cm^3,ASA_m^2/g,NASA_m^2/cm^3,NASA_m^2/g,POAV_A^3,POAV_Volume_fraction,POAV_cm^3/g,PONAV_A^3,PONAV_Volume_fraction,PONAV_cm^3/g
TELDAP,1.24206,0.6835,1.19828,530.549,1.80488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROSJUG,1.74765,0.67481,1.7251,5341.21,2.00342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QACGAF,2.07107,1.30515,2.05052,3438.45,1.55983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAQJEB,4.70832,1.28362,4.70138,1776.99,1.35767,0.0,0.0,570.357,420.101,0.0,0.0,0.0,261.608,0.14722,0.108436
RIBDAI,2.39109,1.38345,2.38349,1894.39,1.6494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QACCOO,1.5365,0.78781,1.53407,268.491,1.85742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QOYGOA,1.82343,0.64552,1.82069,1083.38,1.73681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEDZIK,1.71872,1.10584,1.71286,1426.26,1.85009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOPDUZ,3.50261,1.55527,3.49939,1401.15,1.33135,0.0,0.0,201.63,151.447,0.0,0.0,0.0,94.746,0.06762,0.0507905
TAZZUS,1.54326,1.11931,1.52779,325.614,2.11356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAJFIP,1.79527,0.88894,1.69019,1297.25,1.51721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RISZEB,2.47811,0.97981,2.43844,1024.89,1.61185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OQUWOO,2.1969,0.87018,2.19102,1173.44,2.25821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TELMOO01,1.47067,0.94223,1.47067,634.618,1.69213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZENFAC,2.06222,0.98252,2.06222,2379.19,1.83443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZZZEJE01,2.34463,1.20823,2.34463,1706.38,1.79223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIZKUK,4.37725,2.11994,4.37725,5044.64,1.58174,0.0,0.0,564.926,357.156,0.0,0.0,0.0,656.308,0.1301,0.0822514
UTALOT,4.51156,2.96285,4.51156,4487.46,1.20146,605.07,503.611,0.0,0.0,556.893,0.1241,0.103291,0.0,0.0,0.0
ZZZRZW13,1.64514,0.49663,1.64514,633.021,1.97449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAZZAZ,2.46149,1.49747,2.42662,2382.41,1.3567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XIPKEO,2.75323,1.56427,2.69514,5945.79,2.39366,0.0,0.0,4.27974,1.78795,0.0,0.0,0.0,0.0,0.0,0.0
VECTIH,1.18418,0.5718,1.16951,711.097,2.08453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAZZAZ02,2.43953,1.47857,2.40801,2380.01,1.35807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XOGZOK,4.67169,2.60439,4.6697,3131.11,1.51437,0.0,0.0,626.087,413.431,0.0,0.0,0.0,468.227,0.14954,0.0987474
ZZZRZW05,1.65001,0.48452,1.63891,631.282,1.97993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTIXAZ,1.3538,0.87627,1.30987,1966.37,1.89326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZZZRZW06,1.6299,0.45942,1.56951,623.956,2.00318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XAHZAI,1.6059,0.37543,1.59403,630.174,1.98341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XEWLAN,4.39009,1.69314,4.39009,4460.85,1.18728,0.0,0.0,597.795,503.5,0.0,0.0,0.0,614.705,0.1378,0.116064
TIBWEH,1.91306,1.15086,1.88756,1842.74,1.46452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGPUS,1.77306,1.21939,1.66211,555.808,1.78246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YODPAL,2.27789,1.0169,2.27789,991.714,1.74322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XORWUY,2.76821,1.27936,2.76821,1397.37,1.86949,0.0,0.0,4.96199,2.65419,0.0,0.0,0.0,10.3964,0.00744,0.00397969
ZZZRZW14,1.63133,0.46136,1.56768,623.809,2.00365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZZZLZE02,1.24085,0.44395,1.14261,784.852,1.9911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XUQDAO,2.32782,1.32109,2.21756,3062.96,1.28742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WUHDUY,2.72564,1.35453,2.72564,972.915,1.20333,0.0,0.0,1.9282,1.60238,0.0,0.0,0.0,0.0,0.0,0.0
VIDYUE,1.74676,0.85176,1.61532,1195.26,1.67435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEJNII,1.69285,0.56837,1.27854,1180.87,2.07232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZOZQAI,2.67504,0.75133,2.66205,2026.43,1.86723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YUVYOD,2.85004,1.80215,2.83079,3735.21,1.71705,0.0,0.0,16.8522,9.81466,0.0,0.0,0.0,32.7951,0.00878,0.00511343
ZZZRZW16,1.62018,0.46207,1.62018,622.572,2.00763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTIXAZ01,1.35896,0.87931,1.32245,1970.13,1.88964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VUDPOA,2.11182,1.36712,2.11182,3195.95,1.38994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZZZEJE02,2.34627,1.16984,2.34627,1707.28,1.79128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USICOQ,2.62532,1.47288,2.40973,2691.3,1.30956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IJAWIC,2.4439,1.11367,2.4439,398.186,1.61222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUTCUT01,1.76525,1.41874,1.75679,1500.27,1.79986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUQZAH,4.41259,2.20542,4.4107,1669.46,1.21542,0.0,0.0,783.774,644.859,0.0,0.0,0.0,302.673,0.1813,0.149167
JIFXOM,2.00641,1.25091,1.99016,767.083,1.80457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YAHLIG,2.2021,1.20857,2.09587,995.217,1.75257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OJIMAY,2.51347,1.7203,2.51334,1207.51,1.78445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUTCIH,2.55241,1.08487,1.84594,980.838,1.69597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUTCUT,1.72609,1.38101,1.72609,1500.27,1.79986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIHRUU,2.53379,1.86621,2.53379,708.579,1.61583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIHROO,2.97745,1.54745,2.82964,740.067,1.70876,0.0,0.0,58.1386,34.0238,0.0,0.0,0.0,39.1199,0.05286,0.0309346
SUQZAH01,4.39459,2.20659,4.39293,1664.54,1.21901,0.0,0.0,783.76,642.946,0.0,0.0,0.0,309.438,0.1859,0.1525
DUTCIH01,2.49545,1.16993,1.90842,980.797,1.69604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIHSAB,1.58683,1.06154,1.41445,569.35,2.01096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIHSEF01,2.97916,1.48663,2.93218,1686.71,1.64137,0.0,0.0,67.1183,40.8915,0.0,0.0,0.0,94.287,0.0559,0.0340569
PIHSEF,2.29602,1.0505,2.2761,852.17,2.0711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XIFXUG,1.55285,0.9585,1.54959,567.997,2.01575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CELJOU,2.82283,1.2534,2.75693,1572.27,1.60438,0.0,0.0,33.3704,20.7996,0.0,0.0,0.0,29.2127,0.01858,0.0115808
HEDDIF,4.93372,1.6698,4.92197,5057.28,1.07325,0.0,0.0,1078.09,1004.52,0.0,0.0,0.0,1298.3,0.25672,0.2392
JIFXIG,2.8591,1.32888,2.78788,1613.31,1.5677,0.0,0.0,47.0247,29.9959,0.0,0.0,0.0,42.8819,0.02658,0.0169547
XOXBAO,1.11947,0.78793,1.11947,1187.68,4.27736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAVWOC,23.42683,22.7671,23.42683,26611.0,0.432164,1393.46,3224.38,0.0,0.0,17886.3,0.67214,1.55529,0.0,0.0,0.0
RAVXOD,71.64083,71.50163,71.64083,128222.0,0.179111,662.582,3699.27,0.0,0.0,108819.0,0.84868,4.73828,0.0,0.0,0.0
REQVUH,4.859,4.32294,4.85324,7714.36,1.3161,722.787,549.189,0.0,0.0,1180.91,0.15308,0.116314,0.0,0.0,0.0
KEXYUK,5.2324,3.4529,5.06303,5980.83,1.09709,1849.97,1686.25,0.0,0.0,2040.9,0.34124,0.311041,0.0,0.0,0.0
CEZXOX,2.1285,1.21683,1.95796,2023.92,1.78819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QIDDEP,4.28131,2.65024,4.26737,1667.59,1.26648,1012.14,799.178,0.0,0.0,390.783,0.23434,0.185033,0.0,0.0,0.0
JEFVOG,1.89786,0.78169,1.89714,1554.4,2.20916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPUJEI,2.57788,1.10535,2.51952,1736.3,1.83326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MVHIRB10,4.7756,3.26237,4.7756,9086.24,1.14533,1039.32,907.442,0.0,0.0,1835.97,0.20206,0.176421,0.0,0.0,0.0
